CVE-2006-0743,2022-05-01T06:42:27Z,"Apache log4net format string vulnerability causes DoS",log4net,0,1.2.10,MODERATE,CWE-134
CVE-2020-1161,2022-05-24T17:18:32Z,"ASP.NET Core Denial of Service Vulnerability","Microsoft.AspNetCore.App.Runtime.linux-x64",3.1.0,3.1.4,HIGH,CWE-20
CVE-2020-1161,2022-05-24T17:18:32Z,"ASP.NET Core Denial of Service Vulnerability","Microsoft.AspNetCore.App.Runtime.osx-x64",3.1.0,3.1.4,HIGH,CWE-20
CVE-2020-1161,2022-05-24T17:18:32Z,"ASP.NET Core Denial of Service Vulnerability","Microsoft.AspNetCore.App.Runtime.win-arm",3.1.0,3.1.4,HIGH,CWE-20
CVE-2020-1161,2022-05-24T17:18:32Z,"ASP.NET Core Denial of Service Vulnerability","Microsoft.AspNetCore.App.Runtime.win-x64",3.1.0,3.1.4,HIGH,CWE-20
CVE-2020-1161,2022-05-24T17:18:32Z,"ASP.NET Core Denial of Service Vulnerability","Microsoft.AspNetCore.App.Runtime.win-x86",3.1.0,3.1.4,HIGH,CWE-20
CVE-2020-1172,2021-08-02T17:29:01Z,"Remote code execution in ChakraCore",Microsoft.ChakraCore,0,1.11.22,HIGH,CWE-787
CVE-2020-1180,2021-08-02T17:29:09Z,"Remote code execution in ChakraCore",Microsoft.ChakraCore,0,1.11.22,HIGH,CWE-787
CVE-2020-1469,2022-04-08T18:11:51Z,"Infinite loop in .Net Bond",Bond.Core.CSharp,3.0.0,9.0.1,HIGH,CWE-434;CWE-835
CVE-2020-15522,2021-08-13T15:22:31Z,"Timing based private key exposure in Bouncy Castle",BouncyCastle,0,1.8.7,MODERATE,CWE-203;CWE-362
CVE-2020-1597,2022-05-24T17:26:01Z,"ASP.NET Core Denial of Service Vulnerability","Microsoft.AspNetCore.App.Runtime.linux-arm",3.1.0,3.1.7,HIGH,CWE-20
CVE-2020-1597,2022-05-24T17:26:01Z,"ASP.NET Core Denial of Service Vulnerability","Microsoft.AspNetCore.App.Runtime.linux-arm64",3.1.0,3.1.7,HIGH,CWE-20
CVE-2020-1597,2022-05-24T17:26:01Z,"ASP.NET Core Denial of Service Vulnerability","Microsoft.AspNetCore.App.Runtime.linux-musl-arm64",3.1.0,3.1.7,HIGH,CWE-20
CVE-2020-1597,2022-05-24T17:26:01Z,"ASP.NET Core Denial of Service Vulnerability","Microsoft.AspNetCore.App.Runtime.linux-musl-x64",3.1.0,3.1.7,HIGH,CWE-20
CVE-2020-1597,2022-05-24T17:26:01Z,"ASP.NET Core Denial of Service Vulnerability","Microsoft.AspNetCore.App.Runtime.linux-x64",3.1.0,3.1.7,HIGH,CWE-20
CVE-2020-1597,2022-05-24T17:26:01Z,"ASP.NET Core Denial of Service Vulnerability","Microsoft.AspNetCore.App.Runtime.osx-x64",3.1.0,3.1.7,HIGH,CWE-20
CVE-2020-1597,2022-05-24T17:26:01Z,"ASP.NET Core Denial of Service Vulnerability","Microsoft.AspNetCore.App.Runtime.win-arm",3.1.0,3.1.7,HIGH,CWE-20
CVE-2020-1597,2022-05-24T17:26:01Z,"ASP.NET Core Denial of Service Vulnerability","Microsoft.AspNetCore.App.Runtime.win-arm64",3.1.0,3.1.7,HIGH,CWE-20
CVE-2020-1597,2022-05-24T17:26:01Z,"ASP.NET Core Denial of Service Vulnerability","Microsoft.AspNetCore.App.Runtime.win-x64",3.1.0,3.1.7,HIGH,CWE-20
CVE-2020-1597,2022-05-24T17:26:01Z,"ASP.NET Core Denial of Service Vulnerability","Microsoft.AspNetCore.App.Runtime.win-x86",3.1.0,3.1.7,HIGH,CWE-20
CVE-2020-1597,2022-05-24T17:26:01Z,"ASP.NET Core Denial of Service Vulnerability",Microsoft.AspNetCore.All,2.1.0,2.1.21,HIGH,CWE-20
CVE-2020-1597,2022-05-24T17:26:01Z,"ASP.NET Core Denial of Service Vulnerability",Microsoft.AspNetCore.App,2.1.0,2.1.21,HIGH,CWE-20
CVE-2020-15999,2020-10-27T19:47:38Z,"Heap buffer overflow in CefSharp",CefSharp.Common,0,85.3.130,MODERATE,CWE-119;CWE-787
CVE-2020-15999,2020-10-27T19:47:38Z,"Heap buffer overflow in CefSharp",CefSharp.WinForms,0,85.3.130,MODERATE,CWE-119;CWE-787
CVE-2020-15999,2020-10-27T19:47:38Z,"Heap buffer overflow in CefSharp",CefSharp.Wpf,0,85.3.130,MODERATE,CWE-119;CWE-787
CVE-2020-15999,2020-10-27T19:47:38Z,"Heap buffer overflow in CefSharp",CefSharp.Wpf.HwndHost,0,85.3.130,MODERATE,CWE-119;CWE-787
CVE-2020-16009,2020-12-02T18:28:47Z,"Inappropriate implementation in V8",CefSharp.Common,0,86.0.241,HIGH,CWE-787
CVE-2020-16009,2020-12-02T18:28:47Z,"Inappropriate implementation in V8",CefSharp.WinForms,0,86.0.241,HIGH,CWE-787
CVE-2020-16009,2020-12-02T18:28:47Z,"Inappropriate implementation in V8",CefSharp.Wpf,0,86.0.241,HIGH,CWE-787
CVE-2020-16009,2020-12-02T18:28:47Z,"Inappropriate implementation in V8",CefSharp.Wpf.HwndHost,0,86.0.241,HIGH,CWE-787
CVE-2020-16013,2020-11-27T20:12:55Z,"Inappropriate implementation in V8 in CefSharp",CefSharp.Common,0,86.0.241,HIGH,CWE-119;CWE-787
CVE-2020-16013,2020-11-27T20:12:55Z,"Inappropriate implementation in V8 in CefSharp",CefSharp.WinForms,0,86.0.241,HIGH,CWE-119;CWE-787
CVE-2020-16013,2020-11-27T20:12:55Z,"Inappropriate implementation in V8 in CefSharp",CefSharp.Wpf,0,86.0.241,HIGH,CWE-119;CWE-787
CVE-2020-16013,2020-11-27T20:12:55Z,"Inappropriate implementation in V8 in CefSharp",CefSharp.Wpf.HwndHost,0,86.0.241,HIGH,CWE-119;CWE-787
CVE-2020-16017,2020-11-27T20:13:05Z,"Use after free in CefSharp",CefSharp.Common,0,86.0.241,HIGH,CWE-416
CVE-2020-16017,2020-11-27T20:13:05Z,"Use after free in CefSharp",CefSharp.WinForms,0,86.0.241,HIGH,CWE-416
CVE-2020-16017,2020-11-27T20:13:05Z,"Use after free in CefSharp",CefSharp.Wpf,0,86.0.241,HIGH,CWE-416
CVE-2020-16017,2020-11-27T20:13:05Z,"Use after free in CefSharp",CefSharp.Wpf.HwndHost,0,86.0.241,HIGH,CWE-416
CVE-2020-17048,2021-08-02T17:26:11Z,"Out-of-bounds Write in ChakraCore",Microsoft.ChakraCore,0,1.11.23,HIGH,CWE-787
CVE-2020-17054,2021-08-02T17:25:58Z,"Out-of-bounds Write in ChakraCore",Microsoft.ChakraCore,0,1.11.23,HIGH,CWE-787
CVE-2020-17131,2021-04-13T15:54:40Z,"Out-of-bounds Write in Chakra",Microsoft.ChakraCore,0,1.11.24,HIGH,CWE-787
CVE-2020-20136,2022-05-24T17:36:17Z,"QuantConnect Lean vulnerable to insecure deserialization",QuantConnect.Common,2.3.0.0,,CRITICAL,CWE-502
CVE-2020-23064,2023-06-26T21:30:58Z,"Duplicate Advisory: jQuery Cross Site Scripting vulnerability",jQuery,1.0.3,3.5.0,MODERATE,CWE-79
CVE-2020-26293,2021-01-04T18:22:11Z,"XSS in HtmlSanitizer",HtmlSanitizer,0,5.0.372,LOW,CWE-74;CWE-79
CVE-2020-27998,2021-08-02T17:28:16Z,"Missing Authorization in FastReport",FastReport.OpenSource,0,2020.4.0,CRITICAL,CWE-862
CVE-2020-28042,2021-01-13T19:13:11Z,"Signature validation bypass in ServiceStack",ServiceStack,0,5.9.2,MODERATE,CWE-347
CVE-2020-29454,2021-04-13T15:48:05Z,"Incorrect permission enforcement in UmbracoCms",UmbracoCms,0,8.10.0,MODERATE,CWE-732
CVE-2020-29457,2021-11-19T20:19:53Z,"Improper Certificate Validation in OPCFoundation.NetStandard.Opc.Ua.Core","OPCFoundation.NetStandard.Opc.Ua.Core",0,1.4.365.10,MODERATE,CWE-295
CVE-2020-36620,2022-12-21T21:30:15Z,"EnumStringValues vulnerable to Uncontrolled Resource Consumption",EnumStringValues,0,4.0.2,LOW,CWE-400;CWE-404
CVE-2020-5186,2022-05-24T17:09:33Z,"DNN XSS Vulnerability",DotNetNuke.Core,0,,MODERATE,CWE-79
CVE-2020-5187,2022-05-24T17:09:34Z,"DNN Path Traversal via Zip Slip",DotNetNuke.Core,0,9.5.0,HIGH,CWE-22
CVE-2020-5188,2022-05-24T17:09:34Z,"DNN File Upload Vulnerability",DotNetNuke.Core,0,,MODERATE,CWE-434
CVE-2020-5234,2020-01-31T17:59:20Z,"Untrusted data can lead to DoS attack due to hash collisions and stack overflow in MessagePack","MessagePack.ImmutableCollection",0,1.9.11,MODERATE,CWE-121
CVE-2020-5234,2020-01-31T17:59:20Z,"Untrusted data can lead to DoS attack due to hash collisions and stack overflow in MessagePack","MessagePack.ImmutableCollection",2.0.0,2.1.90,MODERATE,CWE-121
CVE-2020-5234,2020-01-31T17:59:20Z,"Untrusted data can lead to DoS attack due to hash collisions and stack overflow in MessagePack","MessagePack.ReactiveProperty",0,1.9.11,MODERATE,CWE-121
CVE-2020-5234,2020-01-31T17:59:20Z,"Untrusted data can lead to DoS attack due to hash collisions and stack overflow in MessagePack","MessagePack.ReactiveProperty",2.0.0,2.1.90,MODERATE,CWE-121
CVE-2020-5234,2020-01-31T17:59:20Z,"Untrusted data can lead to DoS attack due to hash collisions and stack overflow in MessagePack",MessagePack,0,1.9.11,MODERATE,CWE-121
CVE-2020-5234,2020-01-31T17:59:20Z,"Untrusted data can lead to DoS attack due to hash collisions and stack overflow in MessagePack",MessagePack,2.0.0,2.1.90,MODERATE,CWE-121
CVE-2020-5234,2020-01-31T17:59:20Z,"Untrusted data can lead to DoS attack due to hash collisions and stack overflow in MessagePack",MessagePack.Unity,0,1.9.11,MODERATE,CWE-121
CVE-2020-5234,2020-01-31T17:59:20Z,"Untrusted data can lead to DoS attack due to hash collisions and stack overflow in MessagePack",MessagePack.Unity,2.0.0,2.1.90,MODERATE,CWE-121
CVE-2020-5234,2020-01-31T17:59:20Z,"Untrusted data can lead to DoS attack due to hash collisions and stack overflow in MessagePack",MessagePack.UnityShims,0,1.9.11,MODERATE,CWE-121
CVE-2020-5234,2020-01-31T17:59:20Z,"Untrusted data can lead to DoS attack due to hash collisions and stack overflow in MessagePack",MessagePack.UnityShims,2.0.0,2.1.90,MODERATE,CWE-121
CVE-2020-5261,2020-03-25T16:52:49Z,"Missing Token Replay Detection in Saml2 Authentication services for ASP.NET",Sustainsys.Saml2,2.0.0,2.5.0,HIGH,CWE-294
CVE-2020-5268,2020-04-22T20:59:37Z,"Subject Confirmation Method not validated in Saml2 Authentication Services for ASP.NET",Sustainsys.Saml2,0,1.0.2,MODERATE,CWE-303
CVE-2020-5268,2020-04-22T20:59:37Z,"Subject Confirmation Method not validated in Saml2 Authentication Services for ASP.NET",Sustainsys.Saml2,2.0.0,2.7.0,MODERATE,CWE-303
CVE-2020-5809,2022-05-24T17:37:51Z,"Umbraco CMS vulnerable to stored XSS",UmbracoCms.Core,0,,MODERATE,CWE-79
CVE-2020-5811,2021-04-13T15:51:33Z,"Authenticated path traversal in Umbraco CMS",UmbracoCms,0,8.9.2,MODERATE,CWE-22
CVE-2020-7210,2022-05-24T17:07:13Z,"Umbraco CMS vulnerable to CSRF",UmbracoCMS.Core,0,8.5.0,MODERATE,CWE-352
CVE-2020-7656,2020-05-20T16:18:01Z,"Cross-Site Scripting in jquery",jQuery,1.2.1,1.9.0,MODERATE,CWE-79
CVE-2020-7685,2020-07-29T17:29:51Z,"Insecure defaults in UmbracoForms",UmbracoForms,0,,HIGH,CWE-1188
CVE-2020-7791,2020-12-14T19:50:22Z,"Denial of Service in i18n",i18n,0,2.1.15,HIGH,CWE-20;CWE-400
CVE-2020-8867,2021-08-02T17:35:42Z,"Insufficient Session Expiration and TOCTOU Race Condition in OPC FOundation UA .Net Standard","OPCFoundation.NetStandard.Opc.Ua",0,1.4.359.31,MODERATE,CWE-367;CWE-613
CVE-2020-8927,2022-05-24T17:28:21Z,"Integer overflow in the bundled Brotli C library","Microsoft.NETCore.App.Runtime.AOT.linux-x64.Cross.android-arm",6.0.0,6.0.3,MODERATE,CWE-120
CVE-2020-8927,2022-05-24T17:28:21Z,"Integer overflow in the bundled Brotli C library","Microsoft.NETCore.App.Runtime.AOT.linux-x64.Cross.android-arm64",6.0.0,6.0.3,MODERATE,CWE-120
CVE-2020-8927,2022-05-24T17:28:21Z,"Integer overflow in the bundled Brotli C library","Microsoft.NETCore.App.Runtime.AOT.linux-x64.Cross.android-x64",6.0.0,6.0.3,MODERATE,CWE-120
CVE-2020-8927,2022-05-24T17:28:21Z,"Integer overflow in the bundled Brotli C library","Microsoft.NETCore.App.Runtime.AOT.linux-x64.Cross.android-x86",6.0.0,6.0.3,MODERATE,CWE-120
CVE-2020-8927,2022-05-24T17:28:21Z,"Integer overflow in the bundled Brotli C library","Microsoft.NETCore.App.Runtime.AOT.linux-x64.Cross.browser-wasm",6.0.0,6.0.3,MODERATE,CWE-120
CVE-2020-8927,2022-05-24T17:28:21Z,"Integer overflow in the bundled Brotli C library","Microsoft.NETCore.App.Runtime.AOT.osx-x64.Cross.android-arm",6.0.0,6.0.3,MODERATE,CWE-120
CVE-2020-8927,2022-05-24T17:28:21Z,"Integer overflow in the bundled Brotli C library","Microsoft.NETCore.App.Runtime.AOT.osx-x64.Cross.android-arm64",6.0.0,6.0.3,MODERATE,CWE-120
CVE-2020-8927,2022-05-24T17:28:21Z,"Integer overflow in the bundled Brotli C library","Microsoft.NETCore.App.Runtime.AOT.osx-x64.Cross.android-x64",6.0.0,6.0.3,MODERATE,CWE-120
CVE-2020-8927,2022-05-24T17:28:21Z,"Integer overflow in the bundled Brotli C library","Microsoft.NETCore.App.Runtime.AOT.osx-x64.Cross.android-x86",6.0.0,6.0.3,MODERATE,CWE-120
CVE-2020-8927,2022-05-24T17:28:21Z,"Integer overflow in the bundled Brotli C library","Microsoft.NETCore.App.Runtime.AOT.osx-x64.Cross.browser-wasm",6.0.0,6.0.3,MODERATE,CWE-120
CVE-2020-8927,2022-05-24T17:28:21Z,"Integer overflow in the bundled Brotli C library","Microsoft.NETCore.App.Runtime.AOT.osx-x64.Cross.ios-arm",6.0.0,6.0.3,MODERATE,CWE-120
CVE-2020-8927,2022-05-24T17:28:21Z,"Integer overflow in the bundled Brotli C library","Microsoft.NETCore.App.Runtime.AOT.osx-x64.Cross.ios-arm64",6.0.0,6.0.3,MODERATE,CWE-120
CVE-2020-8927,2022-05-24T17:28:21Z,"Integer overflow in the bundled Brotli C library","Microsoft.NETCore.App.Runtime.AOT.osx-x64.Cross.iossimulator-arm64",6.0.0,6.0.3,MODERATE,CWE-120
CVE-2020-8927,2022-05-24T17:28:21Z,"Integer overflow in the bundled Brotli C library","Microsoft.NETCore.App.Runtime.AOT.osx-x64.Cross.iossimulator-x64",6.0.0,6.0.3,MODERATE,CWE-120
CVE-2020-8927,2022-05-24T17:28:21Z,"Integer overflow in the bundled Brotli C library","Microsoft.NETCore.App.Runtime.AOT.osx-x64.Cross.iossimulator-x86",6.0.0,6.0.3,MODERATE,CWE-120
CVE-2020-8927,2022-05-24T17:28:21Z,"Integer overflow in the bundled Brotli C library","Microsoft.NETCore.App.Runtime.AOT.osx-x64.Cross.maccatalyst-arm64",6.0.0,6.0.3,MODERATE,CWE-120
CVE-2020-8927,2022-05-24T17:28:21Z,"Integer overflow in the bundled Brotli C library","Microsoft.NETCore.App.Runtime.AOT.osx-x64.Cross.maccatalyst-x64",6.0.0,6.0.3,MODERATE,CWE-120
CVE-2020-8927,2022-05-24T17:28:21Z,"Integer overflow in the bundled Brotli C library","Microsoft.NETCore.App.Runtime.AOT.osx-x64.Cross.tvos-arm64",6.0.0,6.0.3,MODERATE,CWE-120
CVE-2020-8927,2022-05-24T17:28:21Z,"Integer overflow in the bundled Brotli C library","Microsoft.NETCore.App.Runtime.AOT.osx-x64.Cross.tvossimulator-arm64",6.0.0,6.0.3,MODERATE,CWE-120
CVE-2020-8927,2022-05-24T17:28:21Z,"Integer overflow in the bundled Brotli C library","Microsoft.NETCore.App.Runtime.AOT.osx-x64.Cross.tvossimulator-x64",6.0.0,6.0.3,MODERATE,CWE-120
CVE-2020-8927,2022-05-24T17:28:21Z,"Integer overflow in the bundled Brotli C library","Microsoft.NETCore.App.Runtime.AOT.win-x64.Cross.android-arm",6.0.0,6.0.3,MODERATE,CWE-120
CVE-2020-8927,2022-05-24T17:28:21Z,"Integer overflow in the bundled Brotli C library","Microsoft.NETCore.App.Runtime.AOT.win-x64.Cross.android-arm.Msi.x64",6.0.0,6.0.3,MODERATE,CWE-120
CVE-2020-8927,2022-05-24T17:28:21Z,"Integer overflow in the bundled Brotli C library","Microsoft.NETCore.App.Runtime.AOT.win-x64.Cross.android-arm64",6.0.0,6.0.3,MODERATE,CWE-120
CVE-2020-8927,2022-05-24T17:28:21Z,"Integer overflow in the bundled Brotli C library","Microsoft.NETCore.App.Runtime.AOT.win-x64.Cross.android-arm64.Msi.x64",6.0.0,6.0.3,MODERATE,CWE-120
CVE-2020-8927,2022-05-24T17:28:21Z,"Integer overflow in the bundled Brotli C library","Microsoft.NETCore.App.Runtime.AOT.win-x64.Cross.android-x64",6.0.0,6.0.3,MODERATE,CWE-120
CVE-2020-8927,2022-05-24T17:28:21Z,"Integer overflow in the bundled Brotli C library","Microsoft.NETCore.App.Runtime.AOT.win-x64.Cross.android-x64.Msi.x64",6.0.0,6.0.3,MODERATE,CWE-120
CVE-2020-8927,2022-05-24T17:28:21Z,"Integer overflow in the bundled Brotli C library","Microsoft.NETCore.App.Runtime.AOT.win-x64.Cross.android-x86",6.0.0,6.0.3,MODERATE,CWE-120
CVE-2020-8927,2022-05-24T17:28:21Z,"Integer overflow in the bundled Brotli C library","Microsoft.NETCore.App.Runtime.AOT.win-x64.Cross.android-x86.Msi.x64",6.0.0,6.0.3,MODERATE,CWE-120
CVE-2020-8927,2022-05-24T17:28:21Z,"Integer overflow in the bundled Brotli C library","Microsoft.NETCore.App.Runtime.AOT.win-x64.Cross.browser-wasm",6.0.0,6.0.3,MODERATE,CWE-120
CVE-2020-8927,2022-05-24T17:28:21Z,"Integer overflow in the bundled Brotli C library","Microsoft.NETCore.App.Runtime.AOT.win-x64.Cross.browser-wasm.Msi.x64",6.0.0,6.0.3,MODERATE,CWE-120
CVE-2020-8927,2022-05-24T17:28:21Z,"Integer overflow in the bundled Brotli C library","Microsoft.NETCore.App.Runtime.Mono.LLVM.AOT.linux-arm64",5.0.0,5.0.15,MODERATE,CWE-120
CVE-2020-8927,2022-05-24T17:28:21Z,"Integer overflow in the bundled Brotli C library","Microsoft.NETCore.App.Runtime.Mono.LLVM.AOT.linux-arm64",6.0.0,6.0.3,MODERATE,CWE-120
CVE-2020-8927,2022-05-24T17:28:21Z,"Integer overflow in the bundled Brotli C library","Microsoft.NETCore.App.Runtime.Mono.LLVM.AOT.linux-x64",5.0.0,5.0.15,MODERATE,CWE-120
CVE-2020-8927,2022-05-24T17:28:21Z,"Integer overflow in the bundled Brotli C library","Microsoft.NETCore.App.Runtime.Mono.LLVM.AOT.linux-x64",6.0.0,6.0.3,MODERATE,CWE-120
CVE-2020-8927,2022-05-24T17:28:21Z,"Integer overflow in the bundled Brotli C library","Microsoft.NETCore.App.Runtime.Mono.LLVM.AOT.osx-x64",5.0.0,5.0.15,MODERATE,CWE-120
CVE-2020-8927,2022-05-24T17:28:21Z,"Integer overflow in the bundled Brotli C library","Microsoft.NETCore.App.Runtime.Mono.LLVM.AOT.osx-x64",6.0.0,6.0.3,MODERATE,CWE-120
CVE-2020-8927,2022-05-24T17:28:21Z,"Integer overflow in the bundled Brotli C library","Microsoft.NETCore.App.Runtime.Mono.LLVM.linux-arm64",5.0.0,5.0.15,MODERATE,CWE-120
CVE-2020-8927,2022-05-24T17:28:21Z,"Integer overflow in the bundled Brotli C library","Microsoft.NETCore.App.Runtime.Mono.LLVM.linux-arm64",6.0.0,6.0.3,MODERATE,CWE-120
CVE-2020-8927,2022-05-24T17:28:21Z,"Integer overflow in the bundled Brotli C library","Microsoft.NETCore.App.Runtime.Mono.LLVM.linux-x64",5.0.0,5.0.15,MODERATE,CWE-120
CVE-2020-8927,2022-05-24T17:28:21Z,"Integer overflow in the bundled Brotli C library","Microsoft.NETCore.App.Runtime.Mono.LLVM.linux-x64",6.0.0,6.0.3,MODERATE,CWE-120
CVE-2020-8927,2022-05-24T17:28:21Z,"Integer overflow in the bundled Brotli C library","Microsoft.NETCore.App.Runtime.Mono.LLVM.osx-x64",5.0.0,5.0.15,MODERATE,CWE-120
CVE-2020-8927,2022-05-24T17:28:21Z,"Integer overflow in the bundled Brotli C library","Microsoft.NETCore.App.Runtime.Mono.LLVM.osx-x64",6.0.0,6.0.3,MODERATE,CWE-120
CVE-2020-8927,2022-05-24T17:28:21Z,"Integer overflow in the bundled Brotli C library","Microsoft.NETCore.App.Runtime.Mono.android-arm",6.0.0,6.0.3,MODERATE,CWE-120
CVE-2020-8927,2022-05-24T17:28:21Z,"Integer overflow in the bundled Brotli C library","Microsoft.NETCore.App.Runtime.Mono.android-arm.Msi.arm64",6.0.0,6.0.3,MODERATE,CWE-120
CVE-2020-8927,2022-05-24T17:28:21Z,"Integer overflow in the bundled Brotli C library","Microsoft.NETCore.App.Runtime.Mono.android-arm.Msi.x64",6.0.0,6.0.3,MODERATE,CWE-120
CVE-2020-8927,2022-05-24T17:28:21Z,"Integer overflow in the bundled Brotli C library","Microsoft.NETCore.App.Runtime.Mono.android-arm.Msi.x86",6.0.0,6.0.3,MODERATE,CWE-120
CVE-2020-8927,2022-05-24T17:28:21Z,"Integer overflow in the bundled Brotli C library","Microsoft.NETCore.App.Runtime.Mono.android-arm64",6.0.0,6.0.3,MODERATE,CWE-120
CVE-2020-8927,2022-05-24T17:28:21Z,"Integer overflow in the bundled Brotli C library","Microsoft.NETCore.App.Runtime.Mono.android-arm64.Msi.arm64",6.0.0,6.0.3,MODERATE,CWE-120
CVE-2020-8927,2022-05-24T17:28:21Z,"Integer overflow in the bundled Brotli C library","Microsoft.NETCore.App.Runtime.Mono.android-arm64.Msi.x64",6.0.0,6.0.3,MODERATE,CWE-120
CVE-2020-8927,2022-05-24T17:28:21Z,"Integer overflow in the bundled Brotli C library","Microsoft.NETCore.App.Runtime.Mono.android-arm64.Msi.x86",6.0.0,6.0.3,MODERATE,CWE-120
CVE-2020-8927,2022-05-24T17:28:21Z,"Integer overflow in the bundled Brotli C library","Microsoft.NETCore.App.Runtime.Mono.android-x64",6.0.0,6.0.3,MODERATE,CWE-120
CVE-2020-8927,2022-05-24T17:28:21Z,"Integer overflow in the bundled Brotli C library","Microsoft.NETCore.App.Runtime.Mono.android-x64.Msi.arm64",6.0.0,6.0.3,MODERATE,CWE-120
CVE-2020-8927,2022-05-24T17:28:21Z,"Integer overflow in the bundled Brotli C library","Microsoft.NETCore.App.Runtime.Mono.android-x64.Msi.x64",6.0.0,6.0.3,MODERATE,CWE-120
CVE-2020-8927,2022-05-24T17:28:21Z,"Integer overflow in the bundled Brotli C library","Microsoft.NETCore.App.Runtime.Mono.android-x64.Msi.x86",6.0.0,6.0.3,MODERATE,CWE-120
CVE-2020-8927,2022-05-24T17:28:21Z,"Integer overflow in the bundled Brotli C library","Microsoft.NETCore.App.Runtime.Mono.android-x86",6.0.0,6.0.3,MODERATE,CWE-120
CVE-2020-8927,2022-05-24T17:28:21Z,"Integer overflow in the bundled Brotli C library","Microsoft.NETCore.App.Runtime.Mono.android-x86.Msi.arm64",6.0.0,6.0.3,MODERATE,CWE-120
CVE-2020-8927,2022-05-24T17:28:21Z,"Integer overflow in the bundled Brotli C library","Microsoft.NETCore.App.Runtime.Mono.android-x86.Msi.x64",6.0.0,6.0.3,MODERATE,CWE-120
CVE-2020-8927,2022-05-24T17:28:21Z,"Integer overflow in the bundled Brotli C library","Microsoft.NETCore.App.Runtime.Mono.android-x86.Msi.x86",6.0.0,6.0.3,MODERATE,CWE-120
CVE-2020-8927,2022-05-24T17:28:21Z,"Integer overflow in the bundled Brotli C library","Microsoft.NETCore.App.Runtime.Mono.browser-wasm",6.0.0,6.0.3,MODERATE,CWE-120
CVE-2020-8927,2022-05-24T17:28:21Z,"Integer overflow in the bundled Brotli C library","Microsoft.NETCore.App.Runtime.Mono.browser-wasm.Msi.arm64",6.0.0,6.0.3,MODERATE,CWE-120
CVE-2020-8927,2022-05-24T17:28:21Z,"Integer overflow in the bundled Brotli C library","Microsoft.NETCore.App.Runtime.Mono.browser-wasm.Msi.x64",6.0.0,6.0.3,MODERATE,CWE-120
CVE-2020-8927,2022-05-24T17:28:21Z,"Integer overflow in the bundled Brotli C library","Microsoft.NETCore.App.Runtime.Mono.browser-wasm.Msi.x86",6.0.0,6.0.3,MODERATE,CWE-120
CVE-2020-8927,2022-05-24T17:28:21Z,"Integer overflow in the bundled Brotli C library","Microsoft.NETCore.App.Runtime.Mono.ios-arm",6.0.0,6.0.3,MODERATE,CWE-120
CVE-2020-8927,2022-05-24T17:28:21Z,"Integer overflow in the bundled Brotli C library","Microsoft.NETCore.App.Runtime.Mono.ios-arm.Msi.arm64",6.0.0,6.0.3,MODERATE,CWE-120
CVE-2020-8927,2022-05-24T17:28:21Z,"Integer overflow in the bundled Brotli C library","Microsoft.NETCore.App.Runtime.Mono.ios-arm.Msi.x86",6.0.0,6.0.3,MODERATE,CWE-120
CVE-2020-8927,2022-05-24T17:28:21Z,"Integer overflow in the bundled Brotli C library","Microsoft.NETCore.App.Runtime.Mono.ios-arm64",6.0.0,6.0.3,MODERATE,CWE-120
CVE-2020-8927,2022-05-24T17:28:21Z,"Integer overflow in the bundled Brotli C library","Microsoft.NETCore.App.Runtime.Mono.ios-arm64.Msi.arm64",6.0.0,6.0.3,MODERATE,CWE-120
CVE-2020-8927,2022-05-24T17:28:21Z,"Integer overflow in the bundled Brotli C library","Microsoft.NETCore.App.Runtime.Mono.ios-arm64.Msi.x64",6.0.0,6.0.3,MODERATE,CWE-120
CVE-2020-8927,2022-05-24T17:28:21Z,"Integer overflow in the bundled Brotli C library","Microsoft.NETCore.App.Runtime.Mono.ios-arm64.Msi.x86",6.0.0,6.0.3,MODERATE,CWE-120
CVE-2020-8927,2022-05-24T17:28:21Z,"Integer overflow in the bundled Brotli C library","Microsoft.NETCore.App.Runtime.Mono.iossimulator-arm64",6.0.0,6.0.3,MODERATE,CWE-120
CVE-2020-8927,2022-05-24T17:28:21Z,"Integer overflow in the bundled Brotli C library","Microsoft.NETCore.App.Runtime.Mono.iossimulator-arm64.Msi.arm64",6.0.0,6.0.3,MODERATE,CWE-120
CVE-2020-8927,2022-05-24T17:28:21Z,"Integer overflow in the bundled Brotli C library","Microsoft.NETCore.App.Runtime.Mono.iossimulator-arm64.Msi.x64",6.0.0,6.0.3,MODERATE,CWE-120
CVE-2020-8927,2022-05-24T17:28:21Z,"Integer overflow in the bundled Brotli C library","Microsoft.NETCore.App.Runtime.Mono.iossimulator-arm64.Msi.x86",6.0.0,6.0.3,MODERATE,CWE-120
CVE-2020-8927,2022-05-24T17:28:21Z,"Integer overflow in the bundled Brotli C library","Microsoft.NETCore.App.Runtime.Mono.iossimulator-x64",6.0.0,6.0.3,MODERATE,CWE-120
